名称,大类,中类,经度,纬度,省份,城市,区域
南直麻花,餐饮美食,蛋糕甜品店,104.10334,30.669321,四川省,成都市,成华区
难得糊涂烧烤店,餐饮美食,其他,104.046135,30.686303,四川省,成都市,金牛区
楠火锅,餐饮美食,中国菜,104.110958,30.653512,四川省,成都市,成华区
楠火锅,餐饮美食,中国菜,104.052186,30.669879,四川省,成都市,青羊区
楠火锅,餐饮美食,中国菜,104.10482,30.713165,四川省,成都市,成华区
楠门里·咖啡,餐饮美食,咖啡,104.123162,30.666063,四川省,成都市,成华区
楠栖条府,餐饮美食,茶座,104.090792,30.692126,四川省,成都市,金牛区
楠星李氏蹄花,餐饮美食,小吃快餐,104.126325,30.66634,四川省,成都市,成华区
楠一私厨,餐饮美食,中国菜,104.086945,30.662103,四川省,成都市,锦江区
楠盅盅火锅,餐饮美食,中国菜,104.114638,30.681822,四川省,成都市,成华区
内涵居,餐饮美食,茶座,104.103391,30.661603,四川省,成都市,成华区
内江好巴适烧烤店,餐饮美食,中国菜,104.123739,30.672924,四川省,成都市,成华区
内江牛肉面,餐饮美食,中国菜,104.084883,30.657108,四川省,成都市,锦江区
内江牛肉面,餐饮美食,其他,104.102748,30.6624,四川省,成都市,成华区
内江牛肉面,餐饮美食,小吃快餐,104.079051,30.665312,四川省,成都市,锦江区
内江牛肉面,餐饮美食,中国菜,104.07207,30.668581,四川省,成都市,青羊区
内江牛肉面,餐饮美食,中国菜,104.055928,30.671369,四川省,成都市,青羊区
内江牛肉面,餐饮美食,其他,104.097386,30.672061,四川省,成都市,成华区
内江牛肉面,餐饮美食,中国菜,104.091176,30.678089,四川省,成都市,金牛区
内江牛肉面,餐饮美食,中国菜,104.120129,30.70445,四川省,成都市,成华区
内江特色面,餐饮美食,中国菜,104.044972,30.685832,四川省,成都市,金牛区
内江香辣牛肉面,餐饮美食,中国菜,104.055026,30.69432,四川省,成都市,金牛区
内江小吃,餐饮美食,中国菜,104.107004,30.69489,四川省,成都市,成华区
内江一碟菜,餐饮美食,中国菜,104.064624,30.671205,四川省,成都市,青羊区
内蒙古生态牛羊肉,餐饮美食,中国菜,104.082018,30.680299,四川省,成都市,金牛区
内威面店,餐饮美食,中国菜,104.042733,30.690798,四川省,成都市,金牛区
嫩牛五方,餐饮美食,其他,104.11489,30.676543,四川省,成都市,成华区
能量巴士,餐饮美食,小吃快餐,104.082094,30.685803,四川省,成都市,金牛区
能量巴士·轻食健康,餐饮美食,其他,104.103671,30.717392,四川省,成都市,成华区
能量巴士轻食健康餐,餐饮美食,中国菜,104.065522,30.70856,四川省,成都市,金牛区
嗯哼非正常人类研究中心,餐饮美食,其他,104.121949,30.674504,四川省,成都市,成华区
嗯哼龙猫主题猫咖,餐饮美食,咖啡,104.104237,30.712486,四川省,成都市,成华区
妮妮小吃,餐饮美食,中国菜,104.049451,30.674582,四川省,成都市,金牛区
尼克熊芝心·卷边披萨,餐饮美食,小吃快餐,104.114314,30.657959,四川省,成都市,成华区
尼依格罗酒店西式餐厅,餐饮美食,中国菜,104.082311,30.654844,四川省,成都市,锦江区
尼依格罗酒店悦廊餐厅,餐饮美食,中国菜,104.082236,30.654792,四川省,成都市,锦江区
尼依格罗宴会厅,餐饮美食,其他,104.082157,30.65456,四川省,成都市,锦江区
泥厨子土钵菜,餐饮美食,中国菜,104.092924,30.702897,四川省,成都市,成华区
倪豆花,餐饮美食,中国菜,104.050585,30.653278,四川省,成都市,青羊区
倪豆花,餐饮美食,中国菜,104.078056,30.671728,四川省,成都市,青羊区
霓虹甜心,餐饮美食,蛋糕甜品店,104.085401,30.654068,四川省,成都市,锦江区
你好佩奇,餐饮美食,其他,104.093013,30.658352,四川省,成都市,成华区
拈江湖鸭肠火锅,餐饮美食,中国菜,104.046384,30.693788,四川省,成都市,金牛区
拈来拈去麻辣烫店,餐饮美食,中国菜,104.109972,30.682296,四川省,成都市,成华区
拈签一笑黄牛肉辣卤串串,餐饮美食,中国菜,104.054758,30.668018,四川省,成都市,青羊区
黏塗兔毛毛菜,餐饮美食,中国菜,104.108265,30.681116,四川省,成都市,成华区
念当年老面店,餐饮美食,中国菜,104.110681,30.653679,四川省,成都市,成华区
念当年老面店,餐饮美食,中国菜,104.091946,30.684126,四川省,成都市,成华区
念当年老面店,餐饮美食,中国菜,104.043744,30.694099,四川省,成都市,金牛区
念烤·烧烤,餐饮美食,其他,104.102907,30.717509,四川省,成都市,成华区
念念的冰,餐饮美食,蛋糕甜品店,104.086451,30.654415,四川省,成都市,锦江区
鸟叔酒鬼食堂,餐饮美食,中国菜,104.044223,30.65432,四川省,成都市,青羊区
鸟惺猩菜郊驿站,餐饮美食,其他,104.046391,30.670082,四川省,成都市,金牛区
鸟瑜捭菜驿站,餐饮美食,其他,104.043408,30.677534,四川省,成都市,金牛区
聂·封兄弟串串,餐饮美食,中国菜,104.056518,30.685453,四川省,成都市,金牛区
聂胖姐骨汤砂锅,餐饮美食,中国菜,104.078777,30.664017,四川省,成都市,锦江区
宁记脆绍面,餐饮美食,中国菜,104.057215,30.679534,四川省,成都市,金牛区
宁氏脆绍面,餐饮美食,中国菜,104.079056,30.660826,四川省,成都市,锦江区
宁夏饕餮,餐饮美食,中国菜,104.05844,30.674083,四川省,成都市,青羊区
柠贰捌.手打柠檬茶,餐饮美食,蛋糕甜品店,104.085079,30.653754,四川省,成都市,锦江区
柠喝好·手打柠檬茶,餐饮美食,蛋糕甜品店,104.078678,30.663325,四川省,成都市,锦江区
柠季,餐饮美食,蛋糕甜品店,104.074139,30.686331,四川省,成都市,金牛区
柠季,餐饮美食,蛋糕甜品店,104.045617,30.700869,四川省,成都市,金牛区
柠季·手打柠檬茶,餐饮美食,蛋糕甜品店,104.057279,30.674234,四川省,成都市,青羊区
柠檬,餐饮美食,其他,104.086765,30.676653,四川省,成都市,金牛区
柠檬冰粉,餐饮美食,其他,104.095573,30.689248,四川省,成都市,成华区
柠檬船平安正街店,餐饮美食,蛋糕甜品店,104.092081,30.684282,四川省,成都市,成华区
柠檬队长韩国炸鸡,餐饮美食,其他,104.044015,30.695204,四川省,成都市,金牛区
柠檬日记,餐饮美食,蛋糕甜品店,104.123264,30.675728,四川省,成都市,成华区
柠檬树千层蛋糕坊,餐饮美食,蛋糕甜品店,104.06549,30.711586,四川省,成都市,金牛区
柠檬小镇,餐饮美食,其他,104.092632,30.707762,四川省,成都市,成华区
牛八秒油泼冒菜,餐饮美食,小吃快餐,104.047925,30.665914,四川省,成都市,金牛区
牛掰抄手,餐饮美食,中国菜,104.044306,30.697453,四川省,成都市,金牛区
牛佰滋·手作牛肉汉堡,餐饮美食,小吃快餐,104.119266,30.669729,四川省,成都市,成华区
牛佰滋·手作牛肉汉堡店,餐饮美食,小吃快餐,104.09624,30.699866,四川省,成都市,成华区
牛宝贝,餐饮美食,中国菜,104.072357,30.653246,四川省,成都市,锦江区
牛宝贝,餐饮美食,中国菜,104.094507,30.705216,四川省,成都市,成华区
牛宝贝梁家巷店,餐饮美食,其他,104.084903,30.686145,四川省,成都市,金牛区
牛宝贝青石桥,餐饮美食,中国菜,104.051223,30.676449,四川省,成都市,金牛区
牛宝贝养生黄牛肉,餐饮美食,中国菜,104.051541,30.676348,四川省,成都市,金牛区
牛卜力焼き肉丼飯,餐饮美食,其他,104.090551,30.655326,四川省,成都市,成华区
牛不比火锅,餐饮美食,中国菜,104.043838,30.684063,四川省,成都市,金牛区
牛不比清真火锅,餐饮美食,中国菜,104.100659,30.668049,四川省,成都市,成华区
牛不比清真火锅,餐饮美食,中国菜,104.054271,30.703462,四川省,成都市,金牛区
牛不比清真火锅,餐饮美食,中国菜,104.054296,30.703522,四川省,成都市,金牛区
牛大大大碗爆肚面,餐饮美食,中国菜,104.071976,30.685325,四川省,成都市,金牛区
牛大侠牛肉面,餐饮美食,中国菜,104.080531,30.666416,四川省,成都市,锦江区
牛当道,餐饮美食,中国菜,104.104047,30.713351,四川省,成都市,成华区
牛当道广府牛杂,餐饮美食,中国菜,104.080956,30.656605,四川省,成都市,锦江区
牛挡道,餐饮美食,中国菜,104.072415,30.657953,四川省,成都市,锦江区
牛道家乐山跷脚牛肉,餐饮美食,中国菜,104.099537,30.681883,四川省,成都市,成华区
牛得比新鲜牛肉火锅,餐饮美食,中国菜,104.094366,30.705833,四川省,成都市,成华区
牛得狠街头牛排,餐饮美食,其他,104.095702,30.700108,四川省,成都市,成华区
牛顶锅重庆·市井老火锅,餐饮美食,中国菜,104.115922,30.711752,四川省,成都市,成华区
牛豆豆·豆花牛肉,餐饮美食,其他,104.044003,30.698133,四川省,成都市,金牛区
牛二娃.跷脚牛肉,餐饮美食,中国菜,104.118899,30.669262,四川省,成都市,成华区
牛贰签签,餐饮美食,中国菜,104.087518,30.675602,四川省,成都市,金牛区
牛房Beefun牛排房,餐饮美食,外国菜,104.053407,30.663874,四川省,成都市,青羊区
牛佛豆花,餐饮美食,中国菜,104.080142,30.691475,四川省,成都市,金牛区
牛哥的店,餐饮美食,中国菜,104.098891,30.688571,四川省,成都市,成华区
牛哥的店,餐饮美食,中国菜,104.099601,30.688699,四川省,成都市,成华区
牛谷丽·番茄肥牛饭,餐饮美食,中国菜,104.084412,30.688954,四川省,成都市,金牛区
牛骨牛排火锅,餐饮美食,中国菜,104.12675,30.685817,四川省,成都市,成华区
牛华朱弟烧烤,餐饮美食,中国菜,104.110542,30.655259,四川省,成都市,成华区
牛匠和牛寿喜锅,餐饮美食,外国菜,104.070441,30.654129,四川省,成都市,锦江区
牛角日本烧肉,餐饮美食,外国菜,104.081456,30.655853,四川省,成都市,锦江区
牛老火锅,餐饮美食,中国菜,104.082148,30.677986,四川省,成都市,金牛区
牛刘锁业,餐饮美食,其他,104.069014,30.665381,四川省,成都市,青羊区
牛洛锅牛杂串串,餐饮美食,中国菜,104.11782,30.700747,四川省,成都市,成华区
牛满庄牛肉牛杂面,餐饮美食,中国菜,104.090828,30.68227,四川省,成都市,成华区
牛冒冒特色冒菜,餐饮美食,中国菜,104.097066,30.662453,四川省,成都市,成华区
牛魔王·番茄肥牛饭,餐饮美食,中国菜,104.110786,30.70957,四川省,成都市,成华区
牛魔王·跷脚牛肉,餐饮美食,中国菜,104.065498,30.708401,四川省,成都市,金牛区
牛魔王面店,餐饮美食,小吃快餐,104.045764,30.701636,四川省,成都市,金牛区
牛奶男孩鲜奶行,餐饮美食,其他,104.110446,30.681518,四川省,成都市,成华区
牛牛串串,餐饮美食,中国菜,104.083939,30.67817,四川省,成都市,金牛区
牛牛面店,餐饮美食,中国菜,104.106306,30.703249,四川省,成都市,成华区
牛牛烧烤,餐饮美食,其他,104.083074,30.663466,四川省,成都市,锦江区
牛牛烧烤店,餐饮美食,中国菜,104.108378,30.703393,四川省,成都市,成华区
牛排坊,餐饮美食,外国菜,104.076874,30.653562,四川省,成都市,锦江区
牛气冲天嫩牛五方,餐饮美食,中国菜,104.128213,30.660764,四川省,成都市,成华区
牛签签串串香,餐饮美食,中国菜,104.08013,30.655392,四川省,成都市,锦江区
牛肉抄手,餐饮美食,小吃快餐,104.12476,30.664888,四川省,成都市,成华区
牛肉馆,餐饮美食,中国菜,104.074798,30.673769,四川省,成都市,青羊区
牛肉酱,餐饮美食,中国菜,104.071054,30.676078,四川省,成都市,青羊区
牛肉米粉馆,餐饮美食,中国菜,104.050552,30.701276,四川省,成都市,金牛区
牛肉米线,餐饮美食,中国菜,104.051048,30.662778,四川省,成都市,青羊区
牛肉米线面,餐饮美食,中国菜,104.068976,30.661982,四川省,成都市,青羊区
牛肉面,餐饮美食,中国菜,104.04433,30.680779,四川省,成都市,金牛区
牛肉面,餐饮美食,中国菜,104.074819,30.694026,四川省,成都市,金牛区
牛肉面,餐饮美食,中国菜,104.093135,30.702537,四川省,成都市,成华区
牛肉面,餐饮美食,中国菜,104.045249,30.70748,四川省,成都市,金牛区
牛肉面店,餐饮美食,中国菜,104.117956,30.700699,四川省,成都市,成华区
牛肉面店,餐饮美食,中国菜,104.075703,30.718311,四川省,成都市,金牛区
牛肉面黄焖鸡,餐饮美食,中国菜,104.092198,30.670484,四川省,成都市,成华区
牛肉面馄饨店,餐饮美食,中国菜,104.048057,30.666021,四川省,成都市,金牛区
牛肉面馄饨店,餐饮美食,其他,104.051437,30.684563,四川省,成都市,金牛区
牛肉面馄饨店,餐饮美食,中国菜,104.120517,30.704369,四川省,成都市,成华区
牛肉面馄饨店,餐饮美食,中国菜,104.11405,30.710887,四川省,成都市,成华区
牛肉面馄饨店,餐饮美食,中国菜,104.061804,30.723815,四川省,成都市,金牛区
牛肉面羊肉粉,餐饮美食,小吃快餐,104.073683,30.682027,四川省,成都市,金牛区
牛肉牛杂面,餐饮美食,中国菜,104.101177,30.704296,四川省,成都市,成华区
牛肉飘粉,餐饮美食,中国菜,104.084903,30.677004,四川省,成都市,金牛区
牛肉特色面,餐饮美食,中国菜,104.044323,30.683158,四川省,成都市,金牛区
牛膳寿喜锅,餐饮美食,外国菜,104.101985,30.668471,四川省,成都市,成华区
牛膳寿喜锅,餐饮美食,其他,104.056529,30.673138,四川省,成都市,青羊区
牛膳寿喜锅,餐饮美食,外国菜,104.082345,30.681679,四川省,成都市,金牛区
牛拾叁大碗爆肚面,餐饮美食,小吃快餐,104.083622,30.663526,四川省,成都市,锦江区
牛拾叁大碗爆肚面,餐饮美食,中国菜,104.08201,30.685089,四川省,成都市,金牛区
牛氏集团牛杂火锅,餐饮美食,中国菜,104.096047,30.655239,四川省,成都市,成华区
牛氏集团牛杂火锅,餐饮美食,其他,104.050796,30.65921,四川省,成都市,青羊区
牛水饺,餐饮美食,小吃快餐,104.089985,30.664207,四川省,成都市,锦江区
牛水饺,餐饮美食,中国菜,104.099212,30.665481,四川省,成都市,成华区
牛水饺,餐饮美食,中国菜,104.042362,30.66869,四川省,成都市,金牛区
牛水煮·麻辣水煮牛肉,餐饮美食,中国菜,104.076963,30.653892,四川省,成都市,锦江区
牛水煮·麻辣水煮牛肉,餐饮美食,小吃快餐,104.072105,30.68504,四川省,成都市,金牛区
牛四喜·和牛寿喜烧,餐饮美食,外国菜,104.058497,30.673151,四川省,成都市,青羊区
牛蛙面,餐饮美食,中国菜,104.074394,30.669299,四川省,成都市,青羊区
牛王老号面,餐饮美食,中国菜,104.076255,30.670926,四川省,成都市,青羊区
牛王庙二姐面店,餐饮美食,中国菜,104.123747,30.671721,四川省,成都市,成华区
牛王庙怪味面,餐饮美食,其他,104.046531,30.663357,四川省,成都市,金牛区
牛王庙怪味面,餐饮美食,中国菜,104.044785,30.685245,四川省,成都市,金牛区
牛王庙家常面,餐饮美食,其他,104.10794,30.68106,四川省,成都市,成华区
牛王庙家常面豆汤饭,餐饮美食,中国菜,104.069099,30.659049,四川省,成都市,青羊区
牛王庙老味道一晋人家面店,餐饮美食,中国菜,104.074674,30.701403,四川省,成都市,成华区
牛王庙老味面,餐饮美食,小吃快餐,104.07307,30.658127,四川省,成都市,锦江区
牛王庙老味面,餐饮美食,小吃快餐,104.071694,30.669519,四川省,成都市,青羊区
牛王庙李妹分面馆,餐饮美食,中国菜,104.112574,30.68511,四川省,成都市,成华区
牛王庙李妹面分店,餐饮美食,中国菜,104.112632,30.685569,四川省,成都市,成华区
牛王庙全味面,餐饮美食,中国菜,104.102667,30.678047,四川省,成都市,成华区
牛王庙全味面,餐饮美食,其他,104.10866,30.688159,四川省,成都市,成华区
牛王庙特色面,餐饮美食,中国菜,104.057214,30.667068,四川省,成都市,青羊区
牛王庙特色面,餐饮美食,中国菜,104.08175,30.670392,四川省,成都市,青羊区
牛王庙特色面,餐饮美食,中国菜,104.103706,30.699535,四川省,成都市,成华区
牛王庙特色面店,餐饮美食,中国菜,104.110677,30.653974,四川省,成都市,成华区
牛王庙特色面夜蹄花,餐饮美食,小吃快餐,104.101773,30.664051,四川省,成都市,成华区
牛王庙特色牛肉面店,餐饮美食,中国菜,104.098804,30.661938,四川省,成都市,成华区
牛王庙杂酱面,餐饮美食,中国菜,104.084427,30.678728,四川省,成都市,金牛区
